ベンダ,"GRAPHTEC Corporation"
モデル,"GL220"
バージョン,"Ver1.06  "
測定間隔,30s
測定点数,2753      
開始時刻,2015-05-11,15:25:01
終了時刻,2015-05-12,14:21:37
トリガ時刻,2015-05-11,15:25:10
アンプ設定
CH,信号名,入力,レンジ,フィルタ,スパン
CH1," CH 1",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH2," CH 2",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH3," CH 3",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH4," CH 4",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH5," CH 5",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH6," CH 6",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH7," CH 7",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH8," CH 8",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH9," CH 9",DC,2V,Off,+1.0000,-1.0000,[ V]
CH10," CH10",DC,2V,Off,+1.0000,-1.0000,[ V]
Logic/Pulse,Off
測定値
番号,日付 時間,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1  -10 ,Alarm Out
        28,2015/05/11 15:38:40,  0,+19.2,+25.7,+24.9,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3378,LLLLLLLLLL,LLLL
        29,2015/05/11 15:39:10,  0,+19.2,+25.7,+25.0,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3106,LLLLLLLLLL,LLLL
        30,2015/05/11 15:39:40,  0,+19.2,+25.7,+25.1,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2898,LLLLLLLLLL,LLLL
        31,2015/05/11 15:40:10,  0,+19.2,+25.6,+25.1,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2754,LLLLLLLLLL,LLLL
        32,2015/05/11 15:40:40,  0,+19.2,+25.6,+25.1,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2629,LLLLLLLLLL,LLLL
        33,2015/05/11 15:41:10,  0,+19.2,+25.5,+25.2,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,-0.0002,+0.2529,LLLLLLLLLL,LLLL
        34,2015/05/11 15:41:40,  0,+19.2,+25.5,+25.2,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2433,LLLLLLLLLL,LLLL
        35,2015/05/11 15:42:10,  0,+19.2,+25.4,+25.3,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2364,LLLLLLLLLL,LLLL
        36,2015/05/11 15:42:40,  0,+19.2,+25.3,+25.4,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2296,LLLLLLLLLL,LLLL
        37,2015/05/11 15:43:10,  0,+19.2,+25.3,+25.4,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2240,LLLLLLLLLL,LLLL
        38,2015/05/11 15:43:40,  0,+19.2,+25.1,+25.5,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2194,LLLLLLLLLL,LLLL
        39,2015/05/11 15:44:10,  0,+19.2,+25.1,+25.5,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2154,LLLLLLLLLL,LLLL
        40,2015/05/11 15:44:40,  0,+19.2,+25.0,+25.5,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2116,LLLLLLLLLL,LLLL
        41,2015/05/11 15:45:10,  0,+19.2,+24.9,+25.6,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2082,LLLLLLLLLL,LLLL
        42,2015/05/11 15:45:40,  0,+19.2,+24.8,+25.7,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2051,LLLLLLLLLL,LLLL
        43,2015/05/11 15:46:10,  0,+19.3,+24.7,+25.7,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2031,LLLLLLLLLL,LLLL
        44,2015/05/11 15:46:40,  0,+19.3,+24.7,+25.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2011,LLLLLLLLLL,LLLL
        45,2015/05/11 15:47:10,  0,+19.3,+24.6,+25.7,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.1994,LLLLLLLLLL,LLLL
        46,2015/05/11 15:47:40,  0,+19.3,+24.5,+25.6,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.1981,LLLLLLLLLL,LLLL
        47,2015/05/11 15:48:10,  0,+19.3,+24.4,+25.5,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.1964,LLLLLLLLLL,LLLL
        48,2015/05/11 15:48:40,  0,+19.3,+24.1,+25.3,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.1948,LLLLLLLLLL,LLLL
        49,2015/05/11 15:49:10,  0,+19.3,+24.1,+25.2,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2058,LLLLLLLLLL,LLLL
        50,2015/05/11 15:49:40,  0,+19.3,+24.3,+25.1,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2612,LLLLLLLLLL,LLLL
        51,2015/05/11 15:50:10,  0,+19.3,+24.4,+24.9,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.3642,LLLLLLLLLL,LLLL
        52,2015/05/11 15:50:40,  0,+19.2,+24.5,+24.8,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4767,LLLLLLLLLL,LLLL
        53,2015/05/11 15:51:10,  0,+19.3,+24.6,+24.8,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5420,LLLLLLLLLL,LLLL
        54,2015/05/11 15:51:40,  0,+19.3,+24.7,+24.8,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5824,LLLLLLLLLL,LLLL
        55,2015/05/11 15:52:10,  0,+19.3,+24.8,+24.8,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.6103,LLLLLLLLLL,LLLL
        56,2015/05/11 15:52:40,  0,+19.3,+24.8,+24.9,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.6305,LLLLLLLLLL,LLLL
        57,2015/05/11 15:53:10,  0,+19.3,+25.0,+24.9,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.6471,LLLLLLLLLL,LLLL
        58,2015/05/11 15:53:40,  0,+19.3,+25.1,+25.0,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.6612,LLLLLLLLLL,LLLL
        59,2015/05/11 15:54:10,  0,+19.3,+25.2,+25.0,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.6742,LLLLLLLLLL,LLLL
        60,2015/05/11 15:54:40,  0,+19.3,+25.3,+25.1,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.6845,LLLLLLLLLL,LLLL
        61,2015/05/11 15:55:10,  0,+19.3,+25.3,+25.1,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.6954,LLLLLLLLLL,LLLL
        62,2015/05/11 15:55:40,  0,+19.2,+25.5,+25.1,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.7063,LLLLLLLLLL,LLLL
        63,2015/05/11 15:56:10,  0,+19.3,+25.6,+25.2,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.7071,LLLLLLLLLL,LLLL
        64,2015/05/11 15:56:40,  0,+19.2,+25.6,+25.1,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.6583,LLLLLLLLLL,LLLL
        65,2015/05/11 15:57:10,  0,+19.2,+25.6,+24.9,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5967,LLLLLLLLLL,LLLL
        66,2015/05/11 15:57:40,  0,+19.2,+25.6,+24.8,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5143,LLLLLLLLLL,LLLL
        67,2015/05/11 15:58:10,  0,+19.3,+25.7,+24.7,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4192,LLLLLLLLLL,LLLL
        68,2015/05/11 15:58:40,  0,+19.3,+25.7,+24.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.3538,LLLLLLLLLL,LLLL
        69,2015/05/11 15:59:10,  0,+19.3,+25.7,+24.7,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3179,LLLLLLLLLL,LLLL
        70,2015/05/11 15:59:40,  0,+19.3,+25.7,+24.7,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2931,LLLLLLLLLL,LLLL
        71,2015/05/11 16:00:10,  0,+19.3,+25.6,+24.7,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2758,LLLLLLLLLL,LLLL
        72,2015/05/11 16:00:40,  0,+19.3,+25.6,+24.8,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2628,LLLLLLLLLL,LLLL
        73,2015/05/11 16:01:10,  0,+19.3,+25.5,+24.9,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2530,LLLLLLLLLL,LLLL
        74,2015/05/11 16:01:40,  0,+19.3,+25.5,+24.9,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2445,LLLLLLLLLL,LLLL
        75,2015/05/11 16:02:10,  0,+19.3,+25.4,+25.0,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2380,LLLLLLLLLL,LLLL
        76,2015/05/11 16:02:40,  0,+19.3,+25.4,+25.1,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2317,LLLLLLLLLL,LLLL
        77,2015/05/11 16:03:10,  0,+19.3,+25.3,+25.1,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2269,LLLLLLLLLL,LLLL
        78,2015/05/11 16:03:40,  0,+19.3,+25.3,+25.2,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2228,LLLLLLLLLL,LLLL
        79,2015/05/11 16:04:10,  0,+19.4,+25.2,+25.3,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2187,LLLLLLLLLL,LLLL
        80,2015/05/11 16:04:40,  0,+19.3,+25.0,+25.3,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2152,LLLLLLLLLL,LLLL
        81,2015/05/11 16:05:10,  0,+19.3,+24.9,+25.3,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2126,LLLLLLLLLL,LLLL
        82,2015/05/11 16:05:40,  0,+19.3,+24.9,+25.4,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2095,LLLLLLLLLL,LLLL
        83,2015/05/11 16:06:10,  0,+19.3,+24.8,+25.4,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2066,LLLLLLLLLL,LLLL
        84,2015/05/11 16:06:40,  0,+19.3,+24.7,+25.5,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2044,LLLLLLLLLL,LLLL
        85,2015/05/11 16:07:10,  0,+19.3,+24.6,+25.6,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2016,LLLLLLLLLL,LLLL
        86,2015/05/11 16:07:40,  0,+19.3,+24.5,+25.6,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2001,LLLLLLLLLL,LLLL
        87,2015/05/11 16:08:10,  0,+19.3,+24.3,+25.7,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.1984,LLLLLLLLLL,LLLL
        88,2015/05/11 16:08:40,  0,+19.3,+24.4,+25.7,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.1970,LLLLLLLLLL,LLLL
        89,2015/05/11 16:09:10,  0,+19.3,+24.2,+25.7,+24.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.1949,LLLLLLLLLL,LLLL
        90,2015/05/11 16:09:40,  0,+19.3,+24.1,+25.6,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.1975,LLLLLLLLLL,LLLL
        91,2015/05/11 16:10:10,  0,+19.3,+24.2,+25.4,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2419,LLLLLLLLLL,LLLL
        92,2015/05/11 16:10:40,  0,+19.3,+24.3,+25.3,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3417,LLLLLLLLLL,LLLL
        93,2015/05/11 16:11:10,  0,+19.3,+24.4,+25.2,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4564,LLLLLLLLLL,LLLL
        94,2015/05/11 16:11:40,  0,+19.3,+24.5,+24.9,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5304,LLLLLLLLLL,LLLL
        95,2015/05/11 16:12:10,  0,+19.3,+24.6,+24.8,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5765,LLLLLLLLLL,LLLL
        96,2015/05/11 16:12:40,  0,+19.3,+24.7,+24.7,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.6082,LLLLLLLLLL,LLLL
        97,2015/05/11 16:13:10,  0,+19.3,+24.8,+24.7,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.6285,LLLLLLLLLL,LLLL
        98,2015/05/11 16:13:40,  0,+19.3,+24.9,+24.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.6461,LLLLLLLLLL,LLLL
        99,2015/05/11 16:14:10,  0,+19.3,+25.0,+24.8,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.6592,LLLLLLLLLL,LLLL
       100,2015/05/11 16:14:40,  0,+19.3,+25.1,+24.8,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.6728,LLLLLLLLLL,LLLL
       101,2015/05/11 16:15:10,  0,+19.3,+25.2,+24.9,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.6838,LLLLLLLLLL,LLLL
       102,2015/05/11 16:15:40,  0,+19.3,+25.3,+25.0,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.6947,LLLLLLLLLL,LLLL
       103,2015/05/11 16:16:10,  0,+19.3,+25.4,+25.0,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.7044,LLLLLLLLLL,LLLL
       104,2015/05/11 16:16:40,  0,+19.3,+25.5,+25.1,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.7136,LLLLLLLLLL,LLLL
       105,2015/05/11 16:17:10,  0,+19.3,+25.6,+25.1,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.6771,LLLLLLLLLL,LLLL
       106,2015/05/11 16:17:40,  0,+19.3,+25.6,+25.2,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,-0.0002,+0.6193,LLLLLLLLLL,LLLL
       107,2015/05/11 16:18:10,  0,+19.3,+25.6,+25.3,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5465,LLLLLLLLLL,LLLL
       108,2015/05/11 16:18:40,  0,+19.3,+25.7,+25.3,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4453,LLLLLLLLLL,LLLL
       109,2015/05/11 16:19:10,  0,+19.3,+25.7,+25.4,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3654,LLLLLLLLLL,LLLL
       110,2015/05/11 16:19:40,  0,+19.3,+25.7,+25.4,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.3302,LLLLLLLLLL,LLLL
       111,2015/05/11 16:20:10,  0,+19.4,+25.7,+25.5,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3035,LLLLLLLLLL,LLLL
       112,2015/05/11 16:20:40,  0,+19.4,+25.7,+25.6,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2847,LLLLLLLLLL,LLLL
       113,2015/05/11 16:21:10,  0,+19.4,+25.7,+25.6,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2709,LLLLLLLLLL,LLLL
       114,2015/05/11 16:21:40,  0,+19.3,+25.6,+25.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2602,LLLLLLLLLL,LLLL
       115,2015/05/11 16:22:10,  0,+19.3,+25.5,+25.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2512,LLLLLLLLLL,LLLL
       116,2015/05/11 16:22:40,  0,+19.3,+25.4,+25.7,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2436,LLLLLLLLLL,LLLL
       117,2015/05/11 16:23:10,  0,+19.4,+25.4,+25.8,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2371,LLLLLLLLLL,LLLL
       118,2015/05/11 16:23:40,  0,+19.4,+25.3,+25.7,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2312,LLLLLLLLLL,LLLL
       119,2015/05/11 16:24:10,  0,+19.4,+25.3,+25.4,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2263,LLLLLLLLLL,LLLL
       120,2015/05/11 16:24:40,  0,+19.4,+25.2,+25.3,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2218,LLLLLLLLLL,LLLL
       121,2015/05/11 16:25:10,  0,+19.3,+25.1,+25.1,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2173,LLLLLLLLLL,LLLL
       122,2015/05/11 16:25:40,  0,+19.4,+25.0,+25.0,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2134,LLLLLLLLLL,LLLL
       123,2015/05/11 16:26:10,  0,+19.3,+24.9,+24.8,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2098,LLLLLLLLLL,LLLL
       124,2015/05/11 16:26:40,  0,+19.3,+24.7,+24.7,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2061,LLLLLLLLLL,LLLL
       125,2015/05/11 16:27:10,  0,+19.4,+24.7,+24.7,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2034,LLLLLLLLLL,LLLL
       126,2015/05/11 16:27:40,  0,+19.4,+24.7,+24.8,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2011,LLLLLLLLLL,LLLL
       127,2015/05/11 16:28:10,  0,+19.3,+24.6,+24.8,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.1996,LLLLLLLLLL,LLLL
       128,2015/05/11 16:28:40,  0,+19.3,+24.4,+24.8,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0003,+0.1980,LLLLLLLLLL,LLLL
       129,2015/05/11 16:29:10,  0,+19.3,+24.3,+24.9,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.1969,LLLLLLLLLL,LLLL
       130,2015/05/11 16:29:40,  0,+19.3,+24.3,+25.0,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.1957,LLLLLLLLLL,LLLL
       131,2015/05/11 16:30:10,  0,+19.3,+24.1,+25.0,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.1947,LLLLLLLLLL,LLLL
       132,2015/05/11 16:30:40,  0,+19.4,+24.1,+25.1,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2207,LLLLLLLLLL,LLLL
       133,2015/05/11 16:31:10,  0,+19.4,+24.3,+25.2,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3022,LLLLLLLLLL,LLLL
       134,2015/05/11 16:31:40,  0,+19.4,+24.5,+25.2,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4268,LLLLLLLLLL,LLLL
