ベンダ,"GRAPHTEC Corporation"
モデル,"GL220"
バージョン,"Ver1.06  "
測定間隔,30s
測定点数,2774      
開始時刻,2015-05-13,15:04:37
終了時刻,2015-05-14,14:11:19
トリガ時刻,2015-05-13,15:04:42
アンプ設定
CH,信号名,入力,レンジ,フィルタ,スパン
CH1," CH 1",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH2," CH 2",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH3," CH 3",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH4," CH 4",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH5," CH 5",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH6," CH 6",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH7," CH 7",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH8," CH 8",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH9," CH 9",DC,2V,Off,+1.0000,-1.0000,[ V]
CH10," CH10",DC,2V,Off,+1.0000,-1.0000,[ V]
Logic/Pulse,Off
測定値
番号,日付 時間,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1  -10 ,Alarm Out
NO.,Time, ms,"degC","degC","degC","degC","degC","degC","degC","degC","V","V","A12345678910","AO1234"
         1,2015/05/13 15:04:42,  0,+25.0,+24.8,+25.7,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3287,LLLLLLLLLL,LLLL
         2,2015/05/13 15:05:12,  0,+25.0,+24.6,+25.3,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3383,LLLLLLLLLL,LLLL
         3,2015/05/13 15:05:42,  0,+25.0,+24.6,+25.0,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3489,LLLLLLLLLL,LLLL
         4,2015/05/13 15:06:12,  0,+24.9,+24.5,+24.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3589,LLLLLLLLLL,LLLL
         5,2015/05/13 15:06:42,  0,+25.0,+24.5,+24.5,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.3677,LLLLLLLLLL,LLLL
         6,2015/05/13 15:07:12,  0,+25.0,+24.5,+24.5,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3682,LLLLLLLLLL,LLLL
         7,2015/05/13 15:07:42,  0,+25.0,+24.4,+24.5,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3419,LLLLLLLLLL,LLLL
         8,2015/05/13 15:08:12,  0,+25.0,+24.4,+24.5,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3083,LLLLLLLLLL,LLLL
         9,2015/05/13 15:08:42,  0,+25.0,+24.3,+24.7,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2795,LLLLLLLLLL,LLLL
        10,2015/05/13 15:09:12,  0,+25.0,+24.3,+24.8,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2623,LLLLLLLLLL,LLLL
        11,2015/05/13 15:09:42,  0,+25.0,+24.2,+24.8,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2504,LLLLLLLLLL,LLLL
        12,2015/05/13 15:10:12,  0,+25.0,+24.0,+24.9,+24.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2823,LLLLLLLLLL,LLLL
        13,2015/05/13 15:10:42,  0,+25.0,+24.1,+25.0,+24.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3572,LLLLLLLLLL,LLLL
        14,2015/05/13 15:11:12,  0,+25.0,+24.3,+25.1,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4400,LLLLLLLLLL,LLLL
        15,2015/05/13 15:11:42,  0,+25.0,+24.4,+25.2,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4865,LLLLLLLLLL,LLLL
        16,2015/05/13 15:12:12,  0,+25.0,+24.5,+25.2,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4952,LLLLLLLLLL,LLLL
        17,2015/05/13 15:12:42,  0,+24.9,+24.7,+25.3,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4943,LLLLLLLLLL,LLLL
        18,2015/05/13 15:13:12,  0,+25.0,+24.8,+25.3,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4898,LLLLLLLLLL,LLLL
        19,2015/05/13 15:13:42,  0,+25.0,+24.9,+25.4,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4853,LLLLLLLLLL,LLLL
        20,2015/05/13 15:14:12,  0,+25.0,+25.0,+25.5,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4818,LLLLLLLLLL,LLLL
        21,2015/05/13 15:14:42,  0,+25.0,+25.1,+25.6,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4780,LLLLLLLLLL,LLLL
        22,2015/05/13 15:15:12,  0,+25.0,+25.3,+25.7,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4746,LLLLLLLLLL,LLLL
        23,2015/05/13 15:15:42,  0,+25.0,+25.4,+25.6,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4716,LLLLLLLLLL,LLLL
        24,2015/05/13 15:16:12,  0,+25.0,+25.5,+25.5,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4687,LLLLLLLLLL,LLLL
        25,2015/05/13 15:16:42,  0,+24.9,+25.5,+25.3,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4660,LLLLLLLLLL,LLLL
        26,2015/05/13 15:17:12,  0,+24.9,+25.5,+25.1,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4637,LLLLLLLLLL,LLLL
        27,2015/05/13 15:17:42,  0,+24.9,+25.5,+24.8,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4561,LLLLLLLLLL,LLLL
        28,2015/05/13 15:18:12,  0,+24.9,+25.6,+24.6,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4132,LLLLLLLLLL,LLLL
        29,2015/05/13 15:18:42,  0,+24.9,+25.6,+24.6,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3537,LLLLLLLLLL,LLLL
        30,2015/05/13 15:19:12,  0,+24.9,+25.6,+24.6,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.3135,LLLLLLLLLL,LLLL
        31,2015/05/13 15:19:42,  0,+25.0,+25.5,+24.6,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2845,LLLLLLLLLL,LLLL
        32,2015/05/13 15:20:12,  0,+24.9,+25.6,+24.8,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2818,LLLLLLLLLL,LLLL
        33,2015/05/13 15:20:42,  0,+24.9,+25.6,+24.9,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3464,LLLLLLLLLL,LLLL
        34,2015/05/13 15:21:12,  0,+24.9,+25.6,+25.0,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4320,LLLLLLLLLL,LLLL
        35,2015/05/13 15:21:42,  0,+24.9,+25.5,+25.0,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4847,LLLLLLLLLL,LLLL
        36,2015/05/13 15:22:12,  0,+24.9,+25.5,+25.1,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5080,LLLLLLLLLL,LLLL
        37,2015/05/13 15:22:42,  0,+24.9,+25.5,+25.2,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5111,LLLLLLLLLL,LLLL
        38,2015/05/13 15:23:12,  0,+24.9,+25.4,+25.3,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5078,LLLLLLLLLL,LLLL
        39,2015/05/13 15:23:42,  0,+24.9,+25.4,+25.4,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5034,LLLLLLLLLL,LLLL
        40,2015/05/13 15:24:12,  0,+25.0,+25.4,+25.5,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4988,LLLLLLLLLL,LLLL
        41,2015/05/13 15:24:42,  0,+25.0,+25.4,+25.6,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4950,LLLLLLLLLL,LLLL
        42,2015/05/13 15:25:12,  0,+25.0,+25.3,+25.6,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4906,LLLLLLLLLL,LLLL
        43,2015/05/13 15:25:42,  0,+25.0,+25.3,+25.7,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4869,LLLLLLLLLL,LLLL
        44,2015/05/13 15:26:12,  0,+24.9,+25.1,+25.7,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4839,LLLLLLLLLL,LLLL
        45,2015/05/13 15:26:42,  0,+24.9,+25.1,+25.5,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4533,LLLLLLLLLL,LLLL
        46,2015/05/13 15:27:12,  0,+24.9,+25.0,+25.4,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3874,LLLLLLLLLL,LLLL
        47,2015/05/13 15:27:42,  0,+24.9,+24.9,+25.1,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3339,LLLLLLLLLL,LLLL
        48,2015/05/13 15:28:12,  0,+24.9,+24.8,+25.0,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2979,LLLLLLLLLL,LLLL
        49,2015/05/13 15:28:42,  0,+24.9,+24.9,+24.7,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2775,LLLLLLLLLL,LLLL
        50,2015/05/13 15:29:12,  0,+24.9,+24.8,+24.5,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2860,LLLLLLLLLL,LLLL
        51,2015/05/13 15:29:42,  0,+24.9,+24.7,+24.5,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3531,LLLLLLLLLL,LLLL
        52,2015/05/13 15:30:12,  0,+24.9,+24.7,+24.5,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4381,LLLLLLLLLL,LLLL
        53,2015/05/13 15:30:42,  0,+24.9,+24.6,+24.6,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5063,LLLLLLLLLL,LLLL
        54,2015/05/13 15:31:12,  0,+24.9,+24.5,+24.7,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5292,LLLLLLLLLL,LLLL
        55,2015/05/13 15:31:42,  0,+24.9,+24.6,+24.8,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5334,LLLLLLLLLL,LLLL
        56,2015/05/13 15:32:12,  0,+24.9,+24.5,+24.9,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5304,LLLLLLLLLL,LLLL
        57,2015/05/13 15:32:42,  0,+24.9,+24.4,+25.0,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5245,LLLLLLLLLL,LLLL
        58,2015/05/13 15:33:12,  0,+24.9,+24.3,+25.1,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5195,LLLLLLLLLL,LLLL
        59,2015/05/13 15:33:42,  0,+24.9,+24.3,+25.1,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5141,LLLLLLLLLL,LLLL
        60,2015/05/13 15:34:12,  0,+24.9,+24.2,+25.2,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5093,LLLLLLLLLL,LLLL
        61,2015/05/13 15:34:42,  0,+24.9,+24.2,+25.3,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.5048,LLLLLLLLLL,LLLL
        62,2015/05/13 15:35:12,  0,+24.9,+24.2,+25.4,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.5009,LLLLLLLLLL,LLLL
        63,2015/05/13 15:35:42,  0,+24.9,+24.2,+25.5,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4968,LLLLLLLLLL,LLLL
        64,2015/05/13 15:36:12,  0,+24.9,+24.3,+25.6,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4757,LLLLLLLLLL,LLLL
        65,2015/05/13 15:36:42,  0,+24.9,+24.4,+25.6,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4020,LLLLLLLLLL,LLLL
        66,2015/05/13 15:37:12,  0,+24.9,+24.5,+25.7,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3437,LLLLLLLLLL,LLLL
        67,2015/05/13 15:37:42,  0,+24.9,+24.6,+25.6,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3071,LLLLLLLLLL,LLLL
        68,2015/05/13 15:38:12,  0,+24.9,+24.7,+25.5,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2827,LLLLLLLLLL,LLLL
        69,2015/05/13 15:38:42,  0,+24.9,+24.8,+25.2,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2878,LLLLLLLLLL,LLLL
        70,2015/05/13 15:39:12,  0,+24.9,+25.0,+25.1,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3611,LLLLLLLLLL,LLLL
        71,2015/05/13 15:39:42,  0,+24.9,+25.1,+24.8,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4552,LLLLLLLLLL,LLLL
        72,2015/05/13 15:40:12,  0,+24.9,+25.2,+24.5,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5067,LLLLLLLLLL,LLLL
        73,2015/05/13 15:40:42,  0,+24.9,+25.4,+24.5,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5377,LLLLLLLLLL,LLLL
        74,2015/05/13 15:41:12,  0,+24.9,+25.4,+24.5,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5426,LLLLLLLLLL,LLLL
        75,2015/05/13 15:41:42,  0,+24.9,+25.5,+24.6,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.5402,LLLLLLLLLL,LLLL
        76,2015/05/13 15:42:12,  0,+24.9,+25.6,+24.7,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5357,LLLLLLLLLL,LLLL
        77,2015/05/13 15:42:42,  0,+24.9,+25.6,+24.8,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5305,LLLLLLLLLL,LLLL
        78,2015/05/13 15:43:12,  0,+24.9,+25.6,+24.9,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5255,LLLLLLLLLL,LLLL
        79,2015/05/13 15:43:42,  0,+24.9,+25.6,+25.0,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,-0.0002,+0.5203,LLLLLLLLLL,LLLL
        80,2015/05/13 15:44:12,  0,+24.9,+25.6,+25.0,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5162,LLLLLLLLLL,LLLL
        81,2015/05/13 15:44:42,  0,+24.9,+25.6,+25.1,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5119,LLLLLLLLLL,LLLL
        82,2015/05/13 15:45:12,  0,+24.9,+25.6,+25.3,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5081,LLLLLLLLLL,LLLL
        83,2015/05/13 15:45:42,  0,+24.9,+25.6,+25.4,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4781,LLLLLLLLLL,LLLL
        84,2015/05/13 15:46:12,  0,+24.9,+25.6,+25.4,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4073,LLLLLLLLLL,LLLL
        85,2015/05/13 15:46:42,  0,+24.9,+25.5,+25.4,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3484,LLLLLLLLLL,LLLL
        86,2015/05/13 15:47:12,  0,+24.9,+25.5,+25.5,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3083,LLLLLLLLLL,LLLL
        87,2015/05/13 15:47:42,  0,+24.9,+25.5,+25.7,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2858,LLLLLLLLLL,LLLL
        88,2015/05/13 15:48:12,  0,+24.9,+25.4,+25.7,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3042,LLLLLLLLLL,LLLL
        89,2015/05/13 15:48:42,  0,+24.9,+25.4,+25.7,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3808,LLLLLLLLLL,LLLL
        90,2015/05/13 15:49:12,  0,+24.9,+25.3,+25.5,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4681,LLLLLLLLLL,LLLL
        91,2015/05/13 15:49:42,  0,+24.9,+25.3,+25.4,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5170,LLLLLLLLLL,LLLL
        92,2015/05/13 15:50:12,  0,+24.9,+25.2,+25.1,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5427,LLLLLLLLLL,LLLL
        93,2015/05/13 15:50:42,  0,+24.8,+25.2,+24.9,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5482,LLLLLLLLLL,LLLL
        94,2015/05/13 15:51:12,  0,+24.8,+25.1,+24.7,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5459,LLLLLLLLLL,LLLL
        95,2015/05/13 15:51:42,  0,+24.8,+25.1,+24.5,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5416,LLLLLLLLLL,LLLL
        96,2015/05/13 15:52:12,  0,+24.8,+25.0,+24.5,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5368,LLLLLLLLLL,LLLL
        97,2015/05/13 15:52:42,  0,+24.8,+25.0,+24.6,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5316,LLLLLLLLLL,LLLL
        98,2015/05/13 15:53:12,  0,+24.9,+24.9,+24.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5277,LLLLLLLLLL,LLLL
        99,2015/05/13 15:53:42,  0,+24.9,+24.8,+24.8,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5233,LLLLLLLLLL,LLLL
       100,2015/05/13 15:54:12,  0,+24.8,+24.8,+24.9,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5192,LLLLLLLLLL,LLLL
       101,2015/05/13 15:54:42,  0,+24.8,+24.7,+25.0,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5150,LLLLLLLLLL,LLLL
       102,2015/05/13 15:55:12,  0,+24.8,+24.7,+25.0,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4858,LLLLLLLLLL,LLLL
       103,2015/05/13 15:55:42,  0,+24.8,+24.5,+25.1,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4129,LLLLLLLLLL,LLLL
       104,2015/05/13 15:56:12,  0,+24.8,+24.5,+25.2,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3470,LLLLLLLLLL,LLLL
       105,2015/05/13 15:56:42,  0,+24.8,+24.5,+25.2,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3121,LLLLLLLLLL,LLLL
       106,2015/05/13 15:57:12,  0,+24.8,+24.4,+25.3,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2850,LLLLLLLLLL,LLLL
       107,2015/05/13 15:57:42,  0,+24.8,+24.4,+25.4,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2956,LLLLLLLLLL,LLLL
       108,2015/05/13 15:58:12,  0,+24.8,+24.4,+25.5,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3630,LLLLLLLLLL,LLLL
       109,2015/05/13 15:58:42,  0,+24.8,+24.3,+25.6,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4609,LLLLLLLLLL,LLLL
       110,2015/05/13 15:59:12,  0,+24.8,+24.3,+25.6,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.5175,LLLLLLLLLL,LLLL
       111,2015/05/13 15:59:42,  0,+24.8,+24.2,+25.6,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5446,LLLLLLLLLL,LLLL
       112,2015/05/13 16:00:12,  0,+24.8,+24.2,+25.5,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5534,LLLLLLLLLL,LLLL
       113,2015/05/13 16:00:42,  0,+24.8,+24.2,+25.3,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5521,LLLLLLLLLL,LLLL
       114,2015/05/13 16:01:12,  0,+24.8,+24.3,+25.1,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.5469,LLLLLLLLLL,LLLL
       115,2015/05/13 16:01:42,  0,+24.7,+24.4,+24.9,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5412,LLLLLLLLLL,LLLL
       116,2015/05/13 16:02:12,  0,+24.7,+24.5,+24.7,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5357,LLLLLLLLLL,LLLL
       117,2015/05/13 16:02:42,  0,+24.7,+24.6,+24.5,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5307,LLLLLLLLLL,LLLL
       118,2015/05/13 16:03:12,  0,+24.7,+24.7,+24.5,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5262,LLLLLLLLLL,LLLL
       119,2015/05/13 16:03:42,  0,+24.7,+24.9,+24.6,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5213,LLLLLLLLLL,LLLL
       120,2015/05/13 16:04:12,  0,+24.7,+25.0,+24.6,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5158,LLLLLLLLLL,LLLL
       121,2015/05/13 16:04:42,  0,+24.7,+25.1,+24.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4758,LLLLLLLLLL,LLLL
       122,2015/05/13 16:05:12,  0,+24.7,+25.2,+24.8,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4027,LLLLLLLLLL,LLLL
       123,2015/05/13 16:05:42,  0,+24.7,+25.4,+24.9,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3449,LLLLLLLLLL,LLLL
       124,2015/05/13 16:06:12,  0,+24.7,+25.5,+25.0,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3057,LLLLLLLLLL,LLLL
       125,2015/05/13 16:06:42,  0,+24.7,+25.4,+25.1,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2815,LLLLLLLLLL,LLLL
       126,2015/05/13 16:07:12,  0,+24.7,+25.6,+25.2,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3090,LLLLLLLLLL,LLLL
       127,2015/05/13 16:07:42,  0,+24.7,+25.6,+25.3,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3960,LLLLLLLLLL,LLLL
       128,2015/05/13 16:08:12,  0,+24.7,+25.7,+25.3,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4790,LLLLLLLLLL,LLLL
       129,2015/05/13 16:08:42,  0,+24.7,+25.6,+25.4,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5233,LLLLLLLLLL,LLLL
       130,2015/05/13 16:09:12,  0,+24.8,+25.6,+25.5,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5455,LLLLLLLLLL,LLLL
       131,2015/05/13 16:09:42,  0,+24.7,+25.6,+25.5,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5505,LLLLLLLLLL,LLLL
       132,2015/05/13 16:10:12,  0,+24.7,+25.6,+25.6,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5470,LLLLLLLLLL,LLLL
       133,2015/05/13 16:10:42,  0,+24.7,+25.6,+25.7,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5418,LLLLLLLLLL,LLLL
       134,2015/05/13 16:11:12,  0,+24.7,+25.5,+25.6,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5360,LLLLLLLLLL,LLLL
       135,2015/05/13 16:11:42,  0,+24.7,+25.6,+25.4,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5310,LLLLLLLLLL,LLLL
       136,2015/05/13 16:12:12,  0,+24.7,+25.5,+25.2,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5247,LLLLLLLLLL,LLLL
       137,2015/05/13 16:12:42,  0,+24.7,+25.4,+25.0,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.5201,LLLLLLLLLL,LLLL
       138,2015/05/13 16:13:12,  0,+24.7,+25.4,+24.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.5156,LLLLLLLLLL,LLLL
       139,2015/05/13 16:13:42,  0,+24.7,+25.3,+24.6,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.5109,LLLLLLLLLL,LLLL
       140,2015/05/13 16:14:12,  0,+24.7,+25.2,+24.6,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4981,LLLLLLLLLL,LLLL
