ベンダ,"GRAPHTEC Corporation"
モデル,"GL220"
バージョン,"Ver1.06  "
測定間隔,30s
測定点数,9057      
開始時刻,2015-05-15,10:21:40
終了時刻,2015-05-18,13:50:10
トリガ時刻,2015-05-15,10:21:50
アンプ設定
CH,信号名,入力,レンジ,フィルタ,スパン
CH1," CH 1",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH2," CH 2",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH3," CH 3",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH4," CH 4",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH5," CH 5",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH6," CH 6",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH7," CH 7",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH8," CH 8",TEMP,TC_T,Off,+50.0,+0.0,[degC]
CH9," CH 9",DC,2V,Off,+1.0000,-1.0000,[ V]
CH10," CH10",DC,2V,Off,+1.0000,-1.0000,[ V]
Logic/Pulse,Off
測定値
番号,日付 時間,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1  -10 ,Alarm Out
        21,2015/05/15 10:31:50,  0,+21.4,+24.7,+25.5,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3792,LLLLLLLLLL,LLLL
        22,2015/05/15 10:32:20,  0,+21.4,+24.9,+25.6,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3781,LLLLLLLLLL,LLLL
        23,2015/05/15 10:32:50,  0,+21.4,+25.0,+25.7,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,-0.0002,+0.3772,LLLLLLLLLL,LLLL
        24,2015/05/15 10:33:20,  0,+21.5,+25.1,+25.7,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3697,LLLLLLLLLL,LLLL
        25,2015/05/15 10:33:50,  0,+21.4,+25.2,+25.4,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3361,LLLLLLLLLL,LLLL
        26,2015/05/15 10:34:20,  0,+21.4,+25.3,+25.2,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3103,LLLLLLLLLL,LLLL
        27,2015/05/15 10:34:50,  0,+21.4,+25.4,+25.0,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2850,LLLLLLLLLL,LLLL
        28,2015/05/15 10:35:20,  0,+21.4,+25.5,+24.7,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2628,LLLLLLLLLL,LLLL
        29,2015/05/15 10:35:50,  0,+21.4,+25.5,+24.5,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2475,LLLLLLLLLL,LLLL
        30,2015/05/15 10:36:20,  0,+21.4,+25.5,+24.4,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2715,LLLLLLLLLL,LLLL
        31,2015/05/15 10:36:50,  0,+21.4,+25.6,+24.4,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3164,LLLLLLLLLL,LLLL
        32,2015/05/15 10:37:20,  0,+21.4,+25.5,+24.4,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,-0.0002,+0.3537,LLLLLLLLLL,LLLL
        33,2015/05/15 10:37:50,  0,+21.4,+25.5,+24.5,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3783,LLLLLLLLLL,LLLL
        34,2015/05/15 10:38:20,  0,+21.4,+25.5,+24.6,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3966,LLLLLLLLLL,LLLL
        35,2015/05/15 10:38:50,  0,+21.3,+25.4,+24.7,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4087,LLLLLLLLLL,LLLL
        36,2015/05/15 10:39:20,  0,+21.4,+25.4,+24.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4165,LLLLLLLLLL,LLLL
        37,2015/05/15 10:39:50,  0,+21.3,+25.4,+24.8,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4219,LLLLLLLLLL,LLLL
        38,2015/05/15 10:40:20,  0,+21.4,+25.3,+24.9,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4255,LLLLLLLLLL,LLLL
        39,2015/05/15 10:40:50,  0,+21.3,+25.3,+24.9,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4280,LLLLLLLLLL,LLLL
        40,2015/05/15 10:41:20,  0,+21.4,+25.2,+25.0,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4290,LLLLLLLLLL,LLLL
        41,2015/05/15 10:41:50,  0,+21.3,+25.2,+25.1,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4286,LLLLLLLLLL,LLLL
        42,2015/05/15 10:42:20,  0,+21.4,+25.1,+25.2,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4270,LLLLLLLLLL,LLLL
        43,2015/05/15 10:42:50,  0,+21.3,+25.0,+25.2,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4249,LLLLLLLLLL,LLLL
        44,2015/05/15 10:43:20,  0,+21.3,+24.9,+25.3,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4223,LLLLLLLLLL,LLLL
        45,2015/05/15 10:43:50,  0,+21.3,+24.9,+25.3,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4196,LLLLLLLLLL,LLLL
        46,2015/05/15 10:44:20,  0,+21.4,+24.8,+25.4,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4166,LLLLLLLLLL,LLLL
        47,2015/05/15 10:44:50,  0,+21.4,+24.7,+25.5,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4137,LLLLLLLLLL,LLLL
        48,2015/05/15 10:45:20,  0,+21.4,+24.7,+25.6,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4116,LLLLLLLLLL,LLLL
        49,2015/05/15 10:45:50,  0,+21.3,+24.5,+25.6,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4088,LLLLLLLLLL,LLLL
        50,2015/05/15 10:46:20,  0,+21.4,+24.5,+25.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4063,LLLLLLLLLL,LLLL
        51,2015/05/15 10:46:50,  0,+21.4,+24.4,+25.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3941,LLLLLLLLLL,LLLL
        52,2015/05/15 10:47:20,  0,+21.3,+24.3,+25.4,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3458,LLLLLLLLLL,LLLL
        53,2015/05/15 10:47:50,  0,+21.3,+24.2,+25.2,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.3199,LLLLLLLLLL,LLLL
        54,2015/05/15 10:48:20,  0,+21.3,+24.2,+24.9,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2931,LLLLLLLLLL,LLLL
        55,2015/05/15 10:48:50,  0,+21.3,+24.1,+24.7,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2688,LLLLLLLLLL,LLLL
        56,2015/05/15 10:49:20,  0,+21.3,+24.2,+24.5,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2583,LLLLLLLLLL,LLLL
        57,2015/05/15 10:49:50,  0,+21.3,+24.3,+24.4,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2898,LLLLLLLLLL,LLLL
        58,2015/05/15 10:50:20,  0,+21.3,+24.5,+24.4,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3388,LLLLLLLLLL,LLLL
        59,2015/05/15 10:50:50,  0,+21.3,+24.5,+24.5,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3747,LLLLLLLLLL,LLLL
        60,2015/05/15 10:51:20,  0,+21.3,+24.7,+24.5,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4024,LLLLLLLLLL,LLLL
        61,2015/05/15 10:51:50,  0,+21.4,+24.8,+24.6,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4171,LLLLLLLLLL,LLLL
        62,2015/05/15 10:52:20,  0,+21.3,+24.8,+24.7,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4265,LLLLLLLLLL,LLLL
        63,2015/05/15 10:52:50,  0,+21.3,+25.0,+24.8,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4337,LLLLLLLLLL,LLLL
        64,2015/05/15 10:53:20,  0,+21.4,+25.1,+24.9,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4382,LLLLLLLLLL,LLLL
        65,2015/05/15 10:53:50,  0,+21.3,+25.3,+24.9,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4411,LLLLLLLLLL,LLLL
        66,2015/05/15 10:54:20,  0,+21.3,+25.3,+25.0,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4428,LLLLLLLLLL,LLLL
        67,2015/05/15 10:54:50,  0,+21.3,+25.4,+25.1,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4435,LLLLLLLLLL,LLLL
        68,2015/05/15 10:55:20,  0,+21.3,+25.5,+25.1,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4425,LLLLLLLLLL,LLLL
        69,2015/05/15 10:55:50,  0,+21.4,+25.6,+25.2,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4412,LLLLLLLLLL,LLLL
        70,2015/05/15 10:56:20,  0,+21.3,+25.6,+25.3,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4389,LLLLLLLLLL,LLLL
        71,2015/05/15 10:56:50,  0,+21.3,+25.6,+25.4,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4361,LLLLLLLLLL,LLLL
        72,2015/05/15 10:57:20,  0,+21.4,+25.6,+25.4,+25.3,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4329,LLLLLLLLLL,LLLL
        73,2015/05/15 10:57:50,  0,+21.3,+25.5,+25.5,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4307,LLLLLLLLLL,LLLL
        74,2015/05/15 10:58:20,  0,+21.4,+25.5,+25.6,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4277,LLLLLLLLLL,LLLL
        75,2015/05/15 10:58:50,  0,+21.3,+25.5,+25.6,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4250,LLLLLLLLLL,LLLL
        76,2015/05/15 10:59:20,  0,+21.3,+25.4,+25.7,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4221,LLLLLLLLLL,LLLL
        77,2015/05/15 10:59:50,  0,+21.3,+25.4,+25.6,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3811,LLLLLLLLLL,LLLL
        78,2015/05/15 11:00:20,  0,+21.3,+25.3,+25.3,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3441,LLLLLLLLLL,LLLL
        79,2015/05/15 11:00:50,  0,+21.3,+25.2,+25.1,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3164,LLLLLLLLLL,LLLL
        80,2015/05/15 11:01:20,  0,+21.3,+25.2,+24.9,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2896,LLLLLLLLLL,LLLL
        81,2015/05/15 11:01:50,  0,+21.3,+25.1,+24.6,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2670,LLLLLLLLLL,LLLL
        82,2015/05/15 11:02:20,  0,+21.3,+25.0,+24.4,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2729,LLLLLLLLLL,LLLL
        83,2015/05/15 11:02:50,  0,+21.3,+24.9,+24.4,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3179,LLLLLLLLLL,LLLL
        84,2015/05/15 11:03:20,  0,+21.3,+24.9,+24.4,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.3637,LLLLLLLLLL,LLLL
        85,2015/05/15 11:03:50,  0,+21.3,+24.9,+24.5,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4018,LLLLLLLLLL,LLLL
        86,2015/05/15 11:04:20,  0,+21.3,+24.7,+24.6,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4224,LLLLLLLLLL,LLLL
        87,2015/05/15 11:04:50,  0,+21.3,+24.6,+24.6,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4348,LLLLLLLLLL,LLLL
        88,2015/05/15 11:05:20,  0,+21.3,+24.6,+24.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4439,LLLLLLLLLL,LLLL
        89,2015/05/15 11:05:50,  0,+21.3,+24.5,+24.8,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4491,LLLLLLLLLL,LLLL
        90,2015/05/15 11:06:20,  0,+21.3,+24.4,+24.9,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4535,LLLLLLLLLL,LLLL
        91,2015/05/15 11:06:50,  0,+21.3,+24.3,+24.9,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4559,LLLLLLLLLL,LLLL
        92,2015/05/15 11:07:20,  0,+21.3,+24.3,+25.0,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,-0.0002,+0.4572,LLLLLLLLLL,LLLL
        93,2015/05/15 11:07:50,  0,+21.3,+24.2,+25.1,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4576,LLLLLLLLLL,LLLL
        94,2015/05/15 11:08:20,  0,+21.3,+24.2,+25.2,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4570,LLLLLLLLLL,LLLL
        95,2015/05/15 11:08:50,  0,+21.3,+24.0,+25.2,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4552,LLLLLLLLLL,LLLL
        96,2015/05/15 11:09:20,  0,+21.3,+24.2,+25.3,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4531,LLLLLLLLLL,LLLL
        97,2015/05/15 11:09:50,  0,+21.3,+24.4,+25.4,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4509,LLLLLLLLLL,LLLL
        98,2015/05/15 11:10:20,  0,+21.3,+24.5,+25.5,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4482,LLLLLLLLLL,LLLL
        99,2015/05/15 11:10:50,  0,+21.3,+24.6,+25.5,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4456,LLLLLLLLLL,LLLL
       100,2015/05/15 11:11:20,  0,+21.3,+24.7,+25.6,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4431,LLLLLLLLLL,LLLL
       101,2015/05/15 11:11:50,  0,+21.4,+24.8,+25.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4408,LLLLLLLLLL,LLLL
       102,2015/05/15 11:12:20,  0,+21.3,+24.9,+25.7,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,-0.0002,+0.4382,LLLLLLLLLL,LLLL
       103,2015/05/15 11:12:50,  0,+21.3,+25.1,+25.6,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3984,LLLLLLLLLL,LLLL
       104,2015/05/15 11:13:20,  0,+21.3,+25.2,+25.4,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3537,LLLLLLLLLL,LLLL
       105,2015/05/15 11:13:50,  0,+21.3,+25.2,+25.2,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3235,LLLLLLLLLL,LLLL
       106,2015/05/15 11:14:20,  0,+21.3,+25.4,+24.9,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2956,LLLLLLLLLL,LLLL
       107,2015/05/15 11:14:50,  0,+21.3,+25.5,+24.7,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2715,LLLLLLLLLL,LLLL
       108,2015/05/15 11:15:20,  0,+21.3,+25.5,+24.5,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.2645,LLLLLLLLLL,LLLL
       109,2015/05/15 11:15:50,  0,+21.3,+25.5,+24.4,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.3020,LLLLLLLLLL,LLLL
       110,2015/05/15 11:16:20,  0,+21.3,+25.5,+24.4,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3540,LLLLLLLLLL,LLLL
       111,2015/05/15 11:16:50,  0,+21.3,+25.5,+24.4,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.4007,LLLLLLLLLL,LLLL
       112,2015/05/15 11:17:20,  0,+21.3,+25.6,+24.5,+24.4,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4270,LLLLLLLLLL,LLLL
       113,2015/05/15 11:17:50,  0,+21.3,+25.5,+24.6,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4415,LLLLLLLLLL,LLLL
       114,2015/05/15 11:18:20,  0,+21.3,+25.5,+24.7,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4519,LLLLLLLLLL,LLLL
       115,2015/05/15 11:18:50,  0,+21.3,+25.4,+24.8,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4589,LLLLLLLLLL,LLLL
       116,2015/05/15 11:19:20,  0,+21.3,+25.4,+24.9,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4643,LLLLLLLLLL,LLLL
       117,2015/05/15 11:19:50,  0,+21.3,+25.4,+24.9,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4687,LLLLLLLLLL,LLLL
       118,2015/05/15 11:20:20,  0,+21.3,+25.2,+25.0,+24.9,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4709,LLLLLLLLLL,LLLL
       119,2015/05/15 11:20:50,  0,+21.3,+25.3,+25.1,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4725,LLLLLLLLLL,LLLL
       120,2015/05/15 11:21:20,  0,+21.3,+25.2,+25.1,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4729,LLLLLLLLLL,LLLL
       121,2015/05/15 11:21:50,  0,+21.3,+25.2,+25.2,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4727,LLLLLLLLLL,LLLL
       122,2015/05/15 11:22:20,  0,+21.3,+25.1,+25.3,+25.1,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4712,LLLLLLLLLL,LLLL
       123,2015/05/15 11:22:50,  0,+21.3,+25.1,+25.4,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4696,LLLLLLLLLL,LLLL
       124,2015/05/15 11:23:20,  0,+21.3,+24.9,+25.4,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4671,LLLLLLLLLL,LLLL
       125,2015/05/15 11:23:50,  0,+21.3,+24.9,+25.5,+25.2,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4641,LLLLLLLLLL,LLLL
       126,2015/05/15 11:24:20,  0,+21.3,+24.8,+25.6,+25.0,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.4615,LLLLLLLLLL,LLLL
       127,2015/05/15 11:24:50,  0,+21.3,+24.7,+25.6,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4585,LLLLLLLLLL,LLLL
       128,2015/05/15 11:25:20,  0,+21.3,+24.7,+25.7,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.4556,LLLLLLLLLL,LLLL
       129,2015/05/15 11:25:50,  0,+21.3,+24.6,+25.7,+24.5,BURN OUT,BURN OUT,BURN OUT,BURN OUT,-0.0002,+0.4335,LLLLLLLLLL,LLLL
       130,2015/05/15 11:26:20,  0,+21.3,+24.6,+25.5,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3667,LLLLLLLLLL,LLLL
       131,2015/05/15 11:26:50,  0,+21.3,+24.4,+25.3,+24.6,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.3378,LLLLLLLLLL,LLLL
       132,2015/05/15 11:27:20,  0,+21.3,+24.4,+25.0,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0001,+0.3078,LLLLLLLLLL,LLLL
       133,2015/05/15 11:27:50,  0,+21.3,+24.2,+24.7,+24.7,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0000,+0.2822,LLLLLLLLLL,LLLL
       134,2015/05/15 11:28:20,  0,+21.3,+24.2,+24.5,+24.8,BURN OUT,BURN OUT,BURN OUT,BURN OUT,+0.0002,+0.2639,LLLLLLLLLL,LLLL
